HALTER_ID,ALTER,GESCHLECHT,STADTKREIS,STADTQUARTIER,RASSE1,RASSE1_MISCHLING,RASSE2,RASSE2_MISCHLING,RASSENTYP,GEBURTSJAHR_HUND,GESCHLECHT_HUND,HUNDEFARBE
85653,"41-50","w",11,"111","Mischling gross",,,,"I",2014,"m","beige/weiss"
85657,"71-80","w",11,"119","Mischling klein",,,,"K",2011,"w","grau/weiss"
85662,"61-70","w",11,"111","Yorkshire Terrier",,,,"K",2013,"w","schwarz/braun"
85664,"61-70","w",11,"115","Afghane",,,,"I",2003,"m","beige"
85666,"71-80","w",11,"111","West Highland White Terrier",,,,"K",2005,"w","weiss"
85672,"61-70","w",11,"119","Collie","Mischling",,,"I",2005,"w","braun"
85673,"61-70","w",11,"115","Münsterländer","Mischling",,,"I",2004,"m","weiss/braun"
85678,"71-80","w",11,"111","Zwergpudel",,,,"K",2009,"w","schwarz/weiss"
85683,"51-60","w",11,"115","Hovawart",,,,"I",2008,"w","blondfarben"
85684,"61-70","w",11,"115","Chihuahua",,,,"K",2008,"m","black/tan"
85684,"61-70","w",11,"115","Französische Bulldogge",,,,"K",2008,"m","gestromt"
85684,"61-70","w",11,"115","Collie",,,,"I",2013,"w","weiss/braun"
85688,"51-60","w",11,"111","Jack Russel Terrier",,,,"K",2000,"w","tricolor"
85696,"51-60","w",11,"111","Griffon",,,,"I",2013,"w","hellbraun"
85697,"51-60","w",11,"115","Jack Russel Terrier",,,,"K",2010,"m","schwarz/braun/weiss"
85701,"61-70","w",11,"111","Cairn Terrier",,,,"K",1999,"w","brindle"
85703,"61-70","w",7,"74","Yorkshire Terrier","Mischling",,,"K",2002,"m","weiss"
85709,"61-70","w",2,"23","Foxterrier",,,,"K",2012,"w","tricolor"
85717,"71-80","w",7,"72","Podenco",,,,"I",2012,"w","hellbraun/weiss"
85723,"71-80","w",8,"82","Mischling klein",,,,"K",2004,"w","schwarz"
85725,"81-90","w",7,"74","Dachshund",,,,"K",2009,"m","rotbraun"
85727,"61-70","w",7,"73","Dackel","Mischling",,,"K",2006,"w","braun"
85731,"61-70","w",7,"73","Beauceron Berge de Beauce",,,,"I",2006,"m","schwarz/braun"
85733,"51-60","w",3,"34","Weimaraner",,,,"I",2013,"w","silber"
85735,"61-70","w",10,"101","Mischling klein",,,,"K",2008,"w","beige"
85738,"51-60","w",7,"74","West Highland White Terrier",,,,"K",2004,"m","weiss"
85751,"71-80","m",2,"21","Bearded Collie",,,,"I",2004,"m","schwarz/grau/weiss"
85760,"61-70","w",9,"91","Galgo Español","Mischling",,,"I",2000,"m","braun gestromt"
85768,"71-80","w",8,"81","Appenzeller","Mischling",,,"I",2001,"m","schwarz/weiss/braun"
85770,"41-50","w",8,"82","Terrier","Mischling",,,,2003,"w","schwarz/braun"
85777,"71-80","w",3,"34","Chihuahua",,,,"K",2006,"m","schwarz/weiss"
85777,"71-80","w",3,"34","Yorkshire Terrier",,,,"K",2000,"w","silbergrau"
85779,"51-60","w",9,"92","Flat Coated Retriever",,,,"I",2014,"w","schwarz"
85779,"51-60","w",9,"92","Flat Coated Retriever",,,,"I",2006,"w","schwarz"
85788,"51-60","w",7,"71","Dackel","Mischling",,,"K",2000,"m","braun"
85789,"51-60","w",11,"115","Pekingese",,,,"K",2000,"m","weiss/braun/schwarz"
85800,"71-80","w",11,"115","Berner Sennenhund","Mischling",,,"I",2013,"w","tricolor"
85809,"41-50","w",11,"119","Appenzeller",,,,"I",2009,"m","schwarz/braun/weiss"
85812,"61-70","m",10,"101","Zwergpudel",,,,"K",2001,"m","schwarz"
85821,"51-60","w",9,"92","Berner Sennenhund",,,,"I",2013,"w","tricolor"
85825,"51-60","m",10,"101","Bergamasker",,,,"I",2010,"m","schwarz"
85842,"51-60","w",9,"91","Epagneul",,,,"I",2001,"w","braun/weiss"
85848,"61-70","w",5,"51","Chihuahua",,,,"K",2010,"w","weiss/braun"
85869,"41-50","w",9,"92","Toypudel",,,,"K",2000,"m","creme"
85869,"41-50","w",9,"92","Dalmatiner",,,,"I",2005,"m","schwarz/weiss"
85874,"71-80","w",7,"71","Labrador Retriever",,,,"I",2011,"w","gelb"
85877,"71-80","w",6,"63","Mischling klein",,,,"K",2001,"w","schwarz/beige"
85889,"71-80","m",10,"102","Mischling klein",,,,"K",2006,"w","weiss"
85890,"51-60","w",9,"92","Pekingese",,,,"K",2003,"m","braun"
85893,"71-80","m",3,"31","Border Terrier",,,,"K",2012,"w","red grizzle"
85896,"61-70","w",7,"71","West Highland White Terrier",,,,"K",2000,"m","weiss"
85900,"31-40","m",2,"21","Windhund",,,,"I",2008,"w","tricolor"
85909,"51-60","w",3,"33","Dackel",,"Terrier",,"K",2006,"m","tricolor"
85909,"51-60","w",3,"33","Terrier","Mischling",,,,2011,"w","hellbraun/weiss"
85923,"51-60","w",6,"63","Jack Russel Terrier",,,,"K",2001,"m","tricolor"
85924,"91-100","w",9,"92","Mischling klein",,,,"K",1998,"w","goldbraun"
85925,"51-60","m",4,"42","Holländischer Schäfer",,,,"I",2006,"w","schwarz/braun"
85938,"51-60","w",11,"111","Mops",,,,"K",2011,"m","beige"
85947,"61-70","w",5,"51","Tibet Terrier",,,,"K",2012,"m","schwarz"
85969,"61-70","m",9,"92","Malteser",,"Yorkshire Terrier",,"K",2007,"m","beige/creme"
85970,"41-50","m",8,"81","Mischling klein",,,,"K",1999,"m","schwarz/grau"
85977,"61-70","w",1,"14","Zwergpinscher",,,,"K",2010,"w","schwarz/rot"
85985,"41-50","m",4,"42","Dalmatiner",,,,"I",2001,"w","weiss/schwarz"
85988,,"m",2,"2","Zwergpudel",,,,"K",2001,"m","beige/weiss"
85993,"41-50","m",4,"42","Jack Russel Terrier",,"Wolfspitz",,"K",2014,"m","braun/weiss"
86018,"51-60","w",9,"92","Labrador Retriever",,,,"I",2003,"w","schwarz"
86022,"51-60","w",8,"82","Mischling klein",,,,"K",2011,"m","braun"
86023,"51-60","m",7,"71","Schäfer","Mischling",,,"I",2011,"m","tricolor"
86023,"51-60","m",7,"71","Schäfer","Mischling",,,"I",2001,"m","schwarz/gelb"
86023,"51-60","m",7,"71","Tschechoslowakischer Wolfshund",,,,"I",2013,"m","grau"
86026,"41-50","m",7,"71","Tervueren",,"Belgischer Schäfer",,"I",2007,"m","rot"
86028,"71-80","m",4,"44","Shih Tzu",,,,"K",2011,"m","schwarz/weiss"
86029,"71-80","w",2,"21","Nova Scotia Duck Tolling Retriever",,,,"I",2001,"m","rot/weiss"
86046,"71-80","w",7,"72","King Charles Spaniel",,,,"K",2004,"w","dreifarbig"
86052,"51-60","m",11,"119","Hovawart",,,,"I",2010,"m","braun"
86055,"71-80","w",4,"42","West Highland White Terrier",,,,"K",2000,"w","gestromt"
86060,"71-80","m",3,"33","Mischling klein",,,,"K",2001,"w","schwarz/braun"
86063,"61-70","w",5,"51","Schäfer",,"Appenzeller",,"I",2002,"w","schwarz/braun"
86068,"31-40","w",6,"61","Mischling klein",,,,"K",2001,"w","schwarz/weiss"
86072,"61-70","w",11,"111","West Highland White Terrier",,,,"K",2012,"w","weiss"
86075,"51-60","w",10,"101","Irish Setter",,,,"I",2001,"w","rotbraun"
86081,"61-70","m",8,"82","Schäfer",,"Hovawart",,"I",2010,"m","braun/schwarz"
86086,"61-70","w",7,"71","Gordon Setter",,,,"I",2011,"w","black/tan"
86086,"61-70","w",7,"71","Gordon Setter",,,,"I",2014,"w","black/tan"
86088,"41-50","w",4,"44","Bergamasker","Mischling",,,"I",2001,"m","grau/schwarz"
86095,"31-40","m",7,"72","Cane Corso",,,,"I",2014,"m","gestromt"
86105,"81-90","w",3,"31","Malteser",,,,"K",2005,"m","weiss"
86106,"51-60","w",11,"119","Berner Sennenhund","Mischling",,,"I",2001,"m","schwarz/braun/weiss"
86109,"41-50","w",11,"115","Havaneser",,,,"K",2013,"w","zobel/rot"
86110,"51-60","m",7,"73","Golden Retriever",,,,"I",2009,"m","golden"
86110,"51-60","m",7,"73","Cairn Terrier",,,,"K",2002,"m","braun"
86111,"61-70","w",10,"101","Labrador Retriever",,,,"I",2001,"w","schwarz"
86118,"71-80","w",9,"92","Pekingese","Mischling",,,"K",1999,"m","braun"
86120,"41-50","w",6,"61","Rhodesian Ridgeback",,,,"I",2001,"w","rot/braun"
86121,"51-60","w",4,"44","Malteser",,,,"K",2002,"m","weiss"
86124,"71-80","m",4,"41","Dackel",,,,"K",2001,"m","rot"
86124,"71-80","m",4,"41","Dackel",,,,"K",2001,"m","rot"
86124,"71-80","m",4,"41","Dachshund",,,,"K",2000,"m","rot"
86127,"71-80","m",2,"24","Norwich Terrier",,,,"K",2005,"m","rot"
86127,"71-80","m",2,"24","Norwich Terrier",,,,"K",2005,"m","rot"
86129,"51-60","w",5,"52","Französische Bulldogge",,,,"K",2008,"m","weiss/schwarz"
86133,"41-50","w",10,"101","Bergamasker",,"Appenzeller",,"I",2001,"m","blue merle/weiss"
86134,"71-80","m",12,"121","Katalanischer Hirtenhund",,,,"I",2001,"m","zobel"
86137,"41-50","m",9,"91","Jack Russel Terrier",,,,"K",2011,"w","weiss/schwarz"
86139,"51-60","w",4,"42","Border Collie",,"Appenzeller",,"I",2000,"w","schwarz/weiss"
86139,"51-60","w",4,"42","Jack Russel Terrier","Mischling",,,"K",2001,"w","braun/weiss/schwarz"
86140,"61-70","w",2,"23","Cairn Terrier",,,,"K",2001,"w","beige"
86156,"51-60","w",11,"111","Mischling klein",,,,"K",2001,"w","tricolor"
86167,"41-50","w",10,"101","Cocker Spaniel","Mischling",,,"K",2001,"w","schwarz"
86175,"51-60","w",7,"74","Mischling klein",,,,"K",2000,"w","schwarz"
86178,"41-50","m",2,"23","Labrador Retriever","Mischling",,,"I",1999,"w","schwarz/weiss"
86181,"51-60","w",10,"101","Labrador Retriever",,,,"I",2001,"w","gelb"
86192,"71-80","w",10,"101","Russischer Terrier",,,,"I",2010,"w","sable"
86198,"51-60","m",9,"91","Mischling klein",,,,"K",2008,"w","braun/schwarz"
86198,"51-60","m",9,"91","Mischling klein",,,,"K",2006,"w","schwarz/braun"
86200,"51-60","w",6,"63","Französische Bulldogge",,,,"K",2008,"m","weiss/schwarz"
86201,"31-40","w",3,"31","Parson Jack Russell Terrier",,,,"K",2001,"w","weiss/braun"
86206,"71-80","w",12,"122","Bernhardiner",,,,"I",2004,"m","rot/weiss"
86207,"41-50","w",3,"33","Yorkshire Terrier",,,,"K",2001,"m","blue/tan"
86216,"41-50","w",5,"51","Mischling klein",,,,"K",2001,"w","schwarz/weiss"
86226,"71-80","w",9,"92","Zwergpudel",,,,"K",2013,"m","apricot"
86226,"71-80","w",9,"92","Pudel",,,,,2007,"m","black/tan"
86238,"51-60","w",3,"33","Toypudel",,,,"K",2001,"m","schwarz/braun"
86253,"41-50","m",9,"91","Mischling klein",,,,"K",2004,"m","schwarz"
86261,"51-60","m",6,"61","Pinscher",,,,"K",2001,"m","rot"
86262,"41-50","w",7,"71","Labrador Retriever",,,,"I",2011,"w","grau"
86262,"41-50","w",7,"71","Cairn Terrier",,,,"K",2007,"w","rot"
86263,"51-60","w",9,"92","Mischling klein",,,,"K",2001,"m","tricolor"
86268,"51-60","w",7,"73","Schäfer",,"Labrador Retriever",,"I",2001,"w","schwarz/gelb"
86271,"51-60","w",10,"101","Golden Retriever",,,,"I",2008,"w","golden"
86281,"71-80","w",4,"42","Pekingese","Mischling",,,"K",1999,"m","braun/weiss"
86282,"51-60","w",2,"24","Podenco","Mischling",,,"I",2008,"w","beige"
86282,"51-60","w",2,"24","Podenco","Mischling",,,"I",2007,"m","beige"
86285,"61-70","m",7,"72","Goldendoodle",,,,"I",2013,"m","weiss/beige"
86289,"51-60","w",11,"119","Pekingese",,,,"K",2001,"m","braun/weiss"
86294,"51-60","m",5,"51","Dalmatiner",,,,"I",2001,"m","weiss/braun"
86298,"61-70","w",12,"122","Schweizer Sennenhund","Mischling",,,"I",2003,"w","braun/schwarz"
86309,"61-70","m",9,"91","Vizsla",,,,"I",2001,"w","gelb"
86316,"71-80","m",10,"101","Flat Coated Retriever",,,,"I",2014,"m","schwarz"
86319,"51-60","w",9,"91","Mischling klein",,,,"K",2006,"w","schwarz"
86319,"51-60","w",9,"91","Mischling klein",,,,"K",2008,"m","schwarz"
86320,"41-50","m",5,"52","Chihuahua",,,,"K",2014,"m","weiss/schwarz"
86328,"41-50","w",11,"119","Podenco","Mischling",,,"I",2004,"w","weiss/beige"
86330,"61-70","m",8,"81","Jack Russel Terrier",,,,"K",1998,"w","weiss/beige"
86331,"41-50","m",11,"119","Mischling gross",,,,"I",2014,"w","schwarz/beige"
86359,"61-70","w",7,"72","Mischling klein",,,,"K",2002,"w","beige"
86365,"61-70","m",4,"42","Border Collie",,,,"I",2006,"w","tricolor"
86367,"51-60","m",11,"115","Mittelpudel",,,,"K",2010,"w","apricot"
86369,"31-40","w",7,"73","Labrador Retriever","Mischling",,,"I",2012,"w","schwarz/braun"
86369,"31-40","w",7,"73","Mops",,,,"K",2005,"w","schwarz"
86370,"51-60","w",3,"31","Mischling klein",,,,"K",2010,"w","rot"
86374,"61-70","w",10,"102","Norwich Terrier",,,,"K",2001,"w","rot"
86375,"71-80","w",6,"63","Mops",,,,"K",2010,"w","beige/schwarz"
86380,"41-50","m",7,"71","Husky",,,,"I",2001,"m","grau/weiss"
86388,"51-60","m",2,"23","Golden Retriever",,,,"I",2004,"m","blondfarben"
86391,"41-50","w",3,"33","Mischling klein",,,,"K",2004,"w","weiss"
86391,"41-50","w",3,"33","Mischling klein",,,,"K",2001,"w","schwarz/weiss"
86393,"71-80","w",4,"41","Luzerner Laufhund",,,,"I",2001,"w","schwarz/weiss"
86398,"51-60","w",6,"63","Mischling klein",,,,"K",1999,"w","schwarz/braun/weiss"
86399,"51-60","w",11,"115","English Cocker Spaniel",,,,"K",2012,"m","braun schimmel"
86403,"41-50","w",7,"71","Labrador Retriever",,,,"I",2001,"m","gelb"
86409,"51-60","w",11,"115","Pekingese",,,,"K",2007,"w","braun"
86409,"51-60","w",11,"115","Pekingese",,,,"K",2011,"m","beige"
86427,"51-60","w",4,"41","Mischling klein",,,,"K",2000,"w","beige"
86429,"51-60","w",12,"123","Schäfer","Mischling",,,"I",2014,"m","schwarz/braun"
86433,"51-60","m",10,"102","Pointer",,,,"I",2012,"w","schwarz/weiss"
86441,"71-80","w",6,"61","American Cocker Spaniel",,,,"K",2009,"m","schwarz/weiss"
86447,"61-70","w",10,"101","Irish Terrier",,,,"I",2001,"w","rot"
86447,"61-70","w",10,"101","Irish Terrier",,,,"I",2014,"w","rot"
86482,"41-50","w",3,"33","Sibirischer Husky",,,,"I",2012,"w","grau"
86494,"31-40","m",10,"101","Coton de Tulear",,,,"K",2000,"m","weiss/creme"
86499,"51-60","w",4,"42","Mischling klein",,,,"K",2012,"m","schwarz/weiss"
86500,"61-70","w",7,"74","Cavalier King Charles Spaniel",,,,"K",2001,"m","braun"
86500,"61-70","w",7,"74","Cavalier King Charles Spaniel",,,,"K",2011,"m","braun"
86506,"51-60","w",6,"61","Yorkshire Terrier",,,,"K",2001,"w","blue/tan"
86508,"61-70","m",5,"51","Spitz",,,,"K",2000,"w","schwarz/braun"
86523,"41-50","w",1,"11","Lagotto Romagnolo",,,,"I",2010,"w","braun"
86529,"41-50","m",8,"81","Französische Bulldogge",,,,"K",2007,"m","schwarz/braun gestromt"
86529,"41-50","m",8,"81","Continental Bulldog","Mischling",,,"I",2009,"m","gestromt"
86533,"71-80","m",2,"21","Lagotto Romagnolo",,,,"I",2001,"m","braun"
86535,"51-60","w",8,"82","Mops",,,,"K",2013,"m","silber"
86535,"51-60","w",8,"82","Mops",,,,"K",2013,"w","schwarz"
86539,"71-80","m",2,"23","Mischling klein",,,,"K",2001,"w","beige"
86543,"51-60","w",9,"92","Mischling klein",,,,"K",2000,"w","braun"
86552,"51-60","w",3,"31","Lhasa Apso",,,,"K",2000,"m","sandfarbig"
86554,"51-60","w",10,"101","Berner Sennenhund",,,,"I",2009,"w","tricolor"
86556,"31-40","w",12,"122","Golden Retriever",,,,"I",2002,"m","golden"
86570,"71-80","w",7,"74","Labrador Retriever",,,,"I",2010,"w","choco"
86578,"41-50","w",2,"23","Zwergpinscher",,,,"K",2011,"w","schwarz/rot"
86580,"81-90","w",10,"101","Pudel",,,,,2006,"m","apricot"
86586,"71-80","w",8,"82","Mischling klein",,,,"K",1999,"w","schwarz"
86593,"51-60","w",7,"74","Grosspudel",,,,"I",2008,"w","schwarz"
86594,"51-60","w",7,"72","Pudel",,,,,2001,"m","schwarz"
86600,"31-40","m",1,"11","Mischling klein",,,,"K",2001,"w","schwarz/braun"
86602,"51-60","m",2,"21","Appenzeller","Mischling",,,"I",2002,"m","schwarz/braun/weiss"
86603,"51-60","w",8,"83","Mischling klein",,,,"K",2002,"w","schwarz/weiss"
86605,"71-80","w",6,"61","Papillon",,,,"K",2003,"w","tricolor"
86609,"81-90","w",2,"21","Pudel",,,,,2001,"m","apricot"
86620,"71-80","w",10,"101","Yorkshire Terrier",,,,"K",2001,"w","blue/tan"
86624,"51-60","w",2,"21","Mischling klein",,,,"K",2013,"w","schwarz"
86636,"61-70","m",8,"83","Mischling klein",,,,"K",2003,"m","braun/schwarz"
86636,"61-70","m",8,"83","Mischling klein",,,,"K",2002,"w","schwarz"
86638,"71-80","m",12,"123","Deutscher Schäfer",,,,"I",2002,"m","dreifarbig"
86643,"51-60","m",5,"51","Cocker Spaniel",,,,"K",2002,"m","braun"
86647,"41-50","w",10,"101","Bretonischer Spaniel",,,,"I",2002,"m","rot/weiss"
86659,"51-60","w",3,"33","Mischling klein",,,,"K",2000,"m","schwarz"
86660,"61-70","w",2,"21","Podenco","Mischling",,,"I",2002,"w","weiss/braun"
86660,"61-70","w",2,"21","Mischling klein",,,,"K",2014,"m","schwarz/braun"
86660,"61-70","w",2,"21","Jack Russel Terrier",,,,"K",2002,"w","braun/weiss"
86671,"61-70","w",11,"119","Tibet Terrier",,,,"K",2002,"w","fauve"
86675,"71-80","m",12,"122","Yorkshire Terrier",,,,"K",2013,"w","schwarz"
86678,"31-40","w",11,"119","Golden Retriever",,,,"I",2002,"w","golden"
86684,"71-80","w",3,"34","Norwich Terrier",,,,"K",2002,"w","rot"
86691,"51-60","w",2,"21","Riesenschnauzer",,,,"I",2008,"w","schwarz"
86692,"51-60","m",7,"72","Labrador Retriever",,,,"I",2014,"w","braun"
86693,"61-70","m",5,"51","Pudel","Mischling",,,,2002,"m","schwarz/braun"
86700,"51-60","w",11,"115","Dackel",,,,"K",2002,"w","braun"
86708,"61-70","w",7,"71","Deutscher Schäfer",,,,"I",2002,"w","schwarz/braun"
86708,"61-70","w",7,"71","Chihuahua",,,,"K",2008,"w","rot"
86709,"51-60","m",10,"102","Labrador Retriever",,,,"I",2002,"m","schwarz"
86712,"41-50","w",9,"92","Dalmatiner",,,,"I",2002,"m","weiss/schwarz"
86715,"41-50","m",3,"31","Chihuahua","Mischling",,,"K",2002,"m","braun"
86716,"41-50","w",2,"21","Mischling klein",,,,"K",2015,"w","tricolor"
86722,"71-80","w",9,"91","Toypudel",,,,"K",2002,"m","silbergrau"
86723,"31-40","w",6,"61","Labrador Retriever",,,,"I",2009,"w","blondfarben"
86727,"41-50","w",12,"122","Bolonka Zwetna",,"Malteser",,"K",2011,"w","weiss"
86728,"31-40","w",2,"21","Mittelpudel",,,,"K",2015,"w","apricot"
86730,"51-60","w",9,"92","Border Terrier",,,,"K",2002,"m","red grizzle"
86733,"81-90","m",11,"111","Pudel","Mischling",,,,2001,"w","weiss/beige"
86743,"71-80","m",2,"21","Schäfer","Mischling",,,"I",2007,"m","schwarz/beige"
86744,"31-40","w",7,"71","Husky",,,,"I",1997,"m","blauschimmel"
86750,"51-60","w",11,"115","Labrador Retriever",,"Chow Chow",,"I",2008,"m","braun"
86752,"41-50","w",10,"101","English Setter",,,,"I",2012,"m","weiss/orange"
86754,"71-80","m",3,"33","Chihuahua",,,,"K",2013,"m","weiss/braun"
86756,"41-50","w",2,"21","Jack Russel Terrier",,,,"K",2002,"m","weiss/schwarz/braun"
86757,"51-60","w",7,"71","Labrador Retriever","Mischling",,,"I",2015,"w","schwarz"
86763,"51-60","m",11,"119","Jack Russel Terrier",,,,"K",2008,"w","tricolor"
86763,"51-60","m",11,"119","Jack Russel Terrier",,,,"K",2003,"m","weiss/schwarz/braun"
86763,"51-60","m",11,"119","Jack Russel Terrier",,,,"K",2011,"m","rot/weiss"
86766,"51-60","w",4,"41","Parson Russell Terrier",,,,"K",2009,"w","weiss/rot"
86777,"51-60","m",10,"102","Bergamasker","Mischling",,,"I",2002,"w","grau/beige"
86781,"41-50","w",11,"119","Gordon Setter",,,,"I",2015,"w","schwarz/braun"
86785,"61-70","w",10,"101","Labrador Retriever",,,,"I",2007,"w","schwarz"
86788,"61-70","w",1,"13","Mischling klein",,,,"K",2014,"w","weiss/beige"
86790,"61-70","w",4,"44","Malteser",,"Yorkshire Terrier",,"K",2012,"m","beige"
86791,"71-80","w",2,"23","Pudel",,,,,2002,"m","schwarz"
86795,"71-80","w",12,"121","Grosspudel",,,,"I",2013,"m","silber"
86798,"41-50","m",3,"31","Labrador Retriever",,,,"I",2001,"m","beige"
86799,"61-70","m",8,"81","Beagle","Mischling",,,"K",2005,"m","tricolor"
86799,"61-70","m",8,"81","Golden Retriever","Mischling",,,"I",2002,"w","schwarz/weiss"
86804,"51-60","w",6,"63","West Highland White Terrier",,,,"K",2002,"m","weiss"
86805,"41-50","m",6,"63","Petit Basset Griffon",,,,"K",2005,"m","tricolor"
86806,"51-60","w",9,"92","Appenzeller Sennenhund",,,,"I",2002,"m","schwarz/braun"
86811,"61-70","w",12,"123","Mischling klein",,,,"K",2012,"m","schwarz/weiss"
86812,"61-70","m",6,"61","Jack Russel Terrier",,,,"K",2006,"m","braun/weiss/schwarz"
86815,"51-60","w",7,"72","West Highland White Terrier",,,,"K",2002,"w","weiss"
86820,"41-50","w",8,"83","Rhodesian Ridgeback",,,,"I",2002,"w","rotbraun"
86822,"31-40","w",2,"21","Yorkshire Terrier",,,,"K",2012,"w","blue/tan"
86822,"31-40","w",2,"21","Yorkshire Terrier",,,,"K",2009,"w","blue/tan"
86837,"51-60","w",7,"72","West Highland White Terrier",,,,"K",2004,"w","weiss"
86837,"51-60","w",7,"72","West Highland White Terrier",,,,"K",2007,"m","weiss"
86839,"71-80","w",12,"122","Zwergpudel",,,,"K",2013,"m","schwarz"
86847,"41-50","w",3,"33","Soft Coated Wheaten Terrier",,,,"I",2002,"w","weizen"
86850,"31-40","m",4,"44","Terrier","Mischling",,,,2007,"w","beige/weiss"
86853,"61-70","w",5,"51","Schweizer Sennenhund",,,,"I",2002,"m","schwarz"
86855,"61-70","w",1,"11","Berner Sennenhund",,"Chow Chow",,"I",2002,"m","braun"
86860,"41-50","w",11,"119","Foxterrier",,,,"K",2011,"w","tricolor"
86872,"71-80","m",5,"51","Jack Russel Terrier",,,,"K",2004,"m","schwarz/weiss"
86873,"51-60","w",11,"111","Cocker Spaniel",,,,"K",2012,"m","schwarz"
86874,"51-60","w",7,"71","Lagotto Romagnolo",,,,"I",2008,"m","weiss"
86875,"61-70","m",9,"91","Labrador Retriever",,,,"I",2010,"w","gelb"
86878,"31-40","m",11,"119","Labrador Retriever","Mischling",,,"I",2002,"w","blondfarben"
86879,"81-90","m",4,"44","Mischling klein",,,,"K",1999,"w","hellbraun"
86882,"61-70","w",9,"92","West Highland White Terrier",,,,"K",2002,"w","weiss"
86892,"61-70","w",7,"71","Terrier","Mischling",,,,2002,"m","schwarz/braun"
86897,"71-80","w",12,"122","Chihuahua",,,,"K",2007,"w","weiss/braun"
86901,"41-50","w",2,"24","Border Collie",,"Bergamasker",,"I",2004,"m","tricolor"
86901,"41-50","w",2,"24","Mischling gross",,,,"I",2013,"m","hellbraun/weiss"
86903,"31-40","w",6,"61","Jack Russel Terrier","Mischling",,,"K",2002,"w","braun/weiss"
86908,"61-70","w",9,"92","Cairn Terrier",,,,"K",2002,"m","braun gestromt"
86918,"61-70","w",10,"101","Mischling klein",,,,"K",2008,"w","blondfarben"
86923,"51-60","w",7,"74","Entlebucher","Mischling",,,"I",2004,"w","schwarz/weiss/braun"
86925,"61-70","w",2,"24","Mischling klein",,,,"K",2010,"m","braun"
86929,"51-60","m",7,"74","Golden Retriever",,,,"I",2002,"w","golden"
86933,"61-70","w",9,"91","Sibirischer Husky",,,,"I",2001,"m","beige/grau/weiss"
86938,"41-50","w",1,"12","Podenco","Mischling",,,"I",2013,"m","braun/weiss"
86938,"41-50","w",1,"12","Podenco",,,,"I",2011,"w","braun/weiss"
86939,"61-70","w",10,"101","Hirtenhund",,"Pyrenäen",,"I",2004,"w","schwarz"
86944,"71-80","w",9,"92","Yorkshire Terrier",,,,"K",2002,"m","blue/tan"
86946,"21-30","w",8,"83","Labrador Retriever",,,,"I",2002,"w","gelb"
86949,"41-50","m",10,"102","West Highland White Terrier","Mischling",,,"K",2002,"m","weiss"
86959,"51-60","w",7,"71","Labrador Retriever","Mischling",,,"I",2007,"w","schwarz"
86959,"51-60","w",7,"71","Bolonka Zwetna",,,,"K",2013,"w","braun"
86961,"51-60","m",11,"115","Pinscher","Mischling",,,"K",2011,"m","black/tan"
86967,"51-60","m",9,"92","Dalmatiner","Mischling",,,"I",2012,"w","weiss/braun"
86971,"61-70","w",11,"115","Beagle",,,,"K",2002,"m","rot/weiss"
86972,"41-50","m",11,"119","Chinese Crested Powderpuff",,,,"K",2002,"m","schwarz/weiss"
86975,"51-60","m",8,"83","Mischling klein",,,,"K",2002,"w","beige"
86976,"61-70","w",11,"111","Malteser",,,,"K",2002,"m","weiss"
86977,"51-60","w",3,"31","Welsh Corgi Cardigan",,,,"K",2008,"m","tricolor"
86980,"61-70","w",10,"101","Jack Russel Terrier",,,,"K",2003,"w","tricolor"
86990,"51-60","m",10,"101","Labrador Retriever",,,,"I",2002,"m","gelb"
86992,"71-80","m",3,"33","Dachshund",,,,"K",2002,"m","schwarz/rot"
86995,"51-60","w",6,"63","Mischling gross",,,,"I",2008,"m","schwarz/weiss"
86998,"61-70","w",7,"72","Bergamasker",,,,"I",2004,"w","tricolor"
87003,"31-40","w",11,"111","Berner Sennenhund","Mischling",,,"I",2003,"m","schwarz/braun/weiss"
87007,"61-70","w",9,"91","Malteser",,,,"K",2002,"m","weiss"
87015,"51-60","m",10,"101","Border Collie",,"Bergamasker",,"I",2007,"w","schwarz/weiss"
87035,"51-60","w",6,"61","Holländischer Schäfer",,,,"I",2015,"w","gestromt"
87038,"41-50","m",4,"42","Bichon frisé",,,,"K",2002,"w","weiss"
87043,"61-70","w",7,"72","Zwergpudel",,,,"K",2003,"w","schwarz"
87044,"31-40","m",10,"101","Golden Retriever",,"Boxer",,"I",2002,"w","schwarz"
87050,"61-70","w",3,"33","Labrador Retriever",,,,"I",2011,"m","choco"
87057,"41-50","w",2,"23","Golden Retriever",,,,"I",2001,"m","blondfarben"
87058,"41-50","w",6,"63","Jack Russel Terrier",,"Welsh Corgi",,"K",2008,"w","braun/schwarz"
87061,"51-60","w",7,"73","Cavalier King Charles Spaniel",,,,"K",2002,"m","braun/weiss"
87063,"71-80","w",6,"61","Cairn Terrier",,,,"K",2002,"m","grau/schwarz"
87063,"71-80","w",6,"61","Mischling klein",,,,"K",2003,"m","grau"
87068,"41-50","w",4,"42","Schäfer","Mischling",,,"I",2002,"w","schwarz"
87070,"61-70","w",10,"101","Tibet Terrier",,,,"K",2013,"w","fauve"
87071,"41-50","m",11,"119","Rhodesian Ridgeback",,,,"I",2011,"w","rot"
87078,"51-60","w",11,"115","Jack Russel Terrier",,,,"K",2004,"w","weiss"
